X,Y_0,Y_1,W,V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8
1,10668.9,18.8151,0.022,4,484.4,1,9,1,2,5,53556,2
2,6453.7,19.0944,0.0216,2,327.2,2,9,0,5,2,45032,3
1,10168.7,19.0656,0.0533,2,461.7,1,4,0,4,3,19820,3
2,8648.3,19.2764,0.0406,5,438.5,4,9,0,1,1,15597,7
2,14740.6,18.9233,0.0136,4,669.2,1,8,1,2,5,53720,2
2,7425.2,19.22,0.0504,2,376.5,4,9,0,2,3,16193,2
1,11496.9,19.2466,0.0334,5,522.0,1,8,0,2,2,27854,1
1,12454.2,19.2144,0.093,1,631.4,4,3,0,2,2,11902,4
2,11811.5,19.0562,0.0494,2,536.2,1,5,0,2,3,19985,1
1,11683.0,18.8175,0.0399,2,530.4,2,2,1,1,3,21010,6
1,12377.9,19.2397,0.0627,5,562.0,4,9,0,3,2,16557,3
2,17805.3,18.977,0.0709,5,902.7,3,6,1,1,3,18073,7
1,12689.0,19.1162,0.0624,5,576.1,1,6,0,1,2,13993,6
1,9064.2,19.2121,0.0369,5,459.6,4,9,0,3,2,23960,4
1,4878.9,19.1891,0.0449,2,221.5,2,8,0,2,1,10814,1
2,8529.7,19.1096,0.0485,3,432.5,3,5,0,1,2,17085,7
1,11082.2,19.0286,0.028,1,503.1,1,2,0,2,3,32707,4
1,16034.8,18.9831,0.0439,2,813.0,1,6,0,4,3,32229,3
2,6469.7,19.1271,0.0325,2,328.0,3,6,0,2,4,24417,1
2,13167.2,18.697,0.0641,4,597.8,1,6,1,2,5,17857,2
2,10268.2,18.9411,0.0657,6,520.6,2,4,0,1,2,12634,7
2,10620.7,19.1234,0.0552,3,538.5,3,4,0,1,2,15141,7
2,14726.5,19.0513,0.0382,4,668.6,1,5,0,4,4,38040,3
2,6966.0,19.2004,0.0602,2,353.2,4,5,0,1,2,9151,6
1,16087.6,19.1219,0.0988,2,815.6,2,2,0,2,2,12404,4
2,16029.8,18.8302,0.0986,3,727.8,1,4,1,1,4,10904,6
1,16532.9,19.3084,0.0705,2,838.2,3,4,0,5,2,20300,5
2,13391.1,19.114,0.0545,1,678.9,4,4,0,4,3,24109,3
1,6968.3,19.2139,0.0399,5,353.3,4,3,0,1,1,16829,7
2,6185.5,19.1403,0.0239,3,280.8,4,8,0,3,2,29447,5
2,11348.5,19.089,0.0325,2,575.4,4,5,0,2,3,32155,5
1,8456.1,19.1235,0.0609,3,383.9,2,6,0,1,2,10810,7
1,17890.5,18.9232,0.0238,4,812.2,1,1,0,5,5,66161,3
2,12842.4,18.8682,0.082,4,583.0,1,9,1,2,5,16521,4
2,17887.4,18.7689,0.052,4,906.9,1,6,1,3,5,30273,2
1,16065.9,19.0662,0.0582,1,729.4,1,4,0,2,3,16866,5
2,13216.7,18.9869,0.0433,3,600.0,1,2,0,3,2,24342,3
1,14461.0,19.0239,0.0361,1,656.5,2,5,0,4,3,35845,3
1,12044.1,19.1024,0.0396,3,546.8,3,5,0,2,3,25401,5
1,12537.8,19.0294,0.0214,3,569.2,1,4,0,4,3,53829,1
2,7625.4,19.1891,0.0499,2,386.6,4,9,0,2,3,16694,5
2,9471.9,19.0896,0.0405,2,480.2,3,5,0,4,3,27242,3
1,10548.0,19.108,0.0512,2,478.9,2,2,0,5,4,25058,3
1,14308.2,18.8625,0.024,3,649.6,1,5,1,2,5,46618,2
2,12974.0,19.1647,0.1209,3,657.8,4,5,0,3,3,10906,5
2,17889.3,19.0679,0.0344,3,812.2,1,5,0,3,4,43855,5
1,12631.4,19.1505,0.0524,3,573.5,4,5,0,2,4,19483,5
2,10736.0,19.0888,0.0659,3,544.3,4,9,0,3,3,17549,4
2,14913.9,19.1432,0.08,5,756.1,3,5,0,2,2,12740,1
2,14621.0,18.7811,0.0422,4,663.8,1,9,1,1,3,22779,7
2,16271.0,19.157,0.0819,5,738.7,3,5,0,1,2,12495,6
1,13290.6,18.8372,0.0141,4,603.4,1,6,1,2,5,89994,2
1,19020.0,18.8159,0.0706,4,863.5,1,2,1,1,5,16732,7
2,7890.3,19.0505,0.0163,3,358.2,2,9,0,4,3,55332,3
2,16663.2,18.9486,0.0299,4,756.5,1,5,0,4,3,43831,3
1,16550.5,18.8255,0.0286,3,839.1,1,1,1,2,5,56883,2
2,14290.6,19.1439,0.0476,3,648.8,2,6,0,4,2,17832,3
2,18397.1,18.9356,0.0459,3,835.2,1,4,0,3,3,28429,1
2,15109.0,18.9791,0.061,3,766.0,4,5,1,2,5,22389,2
2,10723.8,19.1254,0.1756,5,543.7,4,9,0,2,1,5459,1
2,8845.7,19.0681,0.0578,3,448.5,3,4,0,4,4,18892,4
2,7172.0,18.7497,0.0374,3,325.6,1,4,1,1,4,18795,6
2,12235.0,19.1517,0.0991,2,620.3,4,6,0,2,3,11076,5
1,8571.2,18.7864,0.0448,4,389.1,1,4,1,1,2,15232,6
2,7621.9,19.1462,0.0266,5,346.0,2,6,0,1,1,24172,6
1,7030.7,19.1603,0.0394,3,356.5,4,5,0,5,2,24252,3
2,8424.2,19.1187,0.0213,2,382.5,2,9,0,3,3,39358,3
2,11437.6,19.1932,0.0426,1,519.3,4,6,0,1,1,18285,7
1,18937.1,18.7665,0.0636,1,859.7,1,2,1,1,4,18809,6
2,20291.5,19.0327,0.0296,3,921.2,1,9,0,4,4,50441,3
2,10769.0,19.0202,0.0312,1,546.0,2,4,0,4,2,34561,3
2,12761.8,19.097,0.0945,2,647.0,4,5,0,3,3,12575,3
1,10992.5,19.1793,0.0455,3,499.1,2,5,0,4,4,24470,5
2,8419.4,19.1536,0.0453,3,382.2,2,5,0,2,2,17885,2
2,11737.0,18.8697,0.0851,3,532.9,1,5,1,1,4,11158,7
1,11400.6,18.9279,0.0483,1,517.6,1,5,0,5,4,24991,3
1,7206.6,19.3688,0.0315,5,327.2,3,7,0,1,1,18395,7
1,17528.4,18.8479,0.0347,4,795.8,1,2,1,2,5,38551,5
1,13520.8,19.0845,0.0261,2,613.8,1,7,0,2,3,40664,1
2,7762.0,19.0775,0.0203,3,352.4,4,5,0,2,1,30576,5
1,16587.5,18.9876,0.0258,3,841.0,2,4,0,4,5,58451,5
