X,Y_0,Y_1,W,F_p,V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8
1,12931.1,18.8876,6,0,3,587.1,1,5,1,1,5,2,6
2,13912.6,19.1842,4,0,1,705.4,3,6,0,3,4,3,1
2,7256.1,19.1557,4,0,1,367.9,3,6,0,1,1,2,7
1,12079.2,19.0781,3,0,4,612.4,1,8,0,1,2,3,7
1,12306.7,19.1817,3,0,5,558.7,3,3,0,3,2,3,3
2,17952.4,18.6872,4,0,3,815.0,1,3,1,1,4,3,7
2,10834.8,19.078,2,0,2,491.9,1,5,0,2,4,4,2
1,16391.1,19.1668,4,0,6,831.0,2,3,0,3,3,3,1
2,17212.0,19.1376,5,0,1,872.6,3,4,0,2,3,3,4
1,12707.3,18.9977,1,0,2,644.3,1,3,0,2,4,6,1
2,13420.6,18.8004,6,0,3,609.3,1,4,1,1,3,2,7
1,15811.5,19.1858,2,0,2,717.8,2,8,0,2,2,4,1
2,13089.5,18.802,5,0,5,594.3,1,8,1,1,3,2,7
1,10421.9,19.1995,3,0,5,473.2,2,5,0,2,2,3,4
2,12038.5,18.984,4,0,1,610.4,4,6,0,4,4,3,3
2,12170.4,18.9125,7,0,2,617.0,4,6,1,1,3,2,7
1,16413.2,18.7951,5,0,4,745.2,2,4,1,5,5,3,3
2,20245.7,18.8194,3,0,4,919.2,1,5,1,2,5,4,1
2,16669.2,18.7985,2,0,1,756.8,1,9,1,1,3,6,6
2,11384.0,18.8683,1,0,3,516.8,1,7,1,2,5,7,2
2,15418.9,18.9451,7,0,3,781.7,3,4,0,4,3,2,4
2,13812.1,19.0666,8,0,3,700.3,4,5,0,2,3,2,2
2,14384.7,18.9351,1,0,3,653.1,1,4,0,3,4,7,3
2,10298.1,19.0345,5,0,1,467.5,3,4,0,1,2,2,6
1,17053.9,19.1178,11,1,4,864.6,2,6,0,5,5,2,3
1,11526.7,18.8566,5,0,3,523.3,2,5,1,1,3,2,7
2,17999.7,18.6505,6,0,4,817.2,1,4,1,1,5,2,7
2,14328.2,19.0154,5,0,1,726.4,3,7,0,3,4,3,4
1,13649.7,19.3446,5,0,5,692.0,2,6,0,2,1,2,1
1,8277.6,19.0713,2,0,2,375.8,1,4,0,3,4,4,2
1,17120.4,19.0937,3,0,3,777.3,1,6,0,2,3,4,2
2,12640.8,18.817,5,0,1,640.9,4,5,1,1,2,2,7
2,9263.9,19.1177,5,0,5,469.7,2,9,0,1,1,2,6
1,6894.3,19.1185,1,0,5,313.0,1,3,0,2,2,6,1
1,8675.6,19.1702,8,0,2,439.9,1,4,0,2,3,2,2
1,12193.9,18.9165,7,0,2,553.6,2,6,1,1,4,2,7
1,6480.7,19.2641,6,0,2,328.6,4,5,0,3,2,2,3
1,12747.8,19.0298,2,0,2,578.8,1,3,0,2,4,5,1
1,11141.2,19.2425,4,0,5,505.8,3,5,0,4,1,2,4
2,11046.1,19.103,4,0,2,501.5,3,5,0,3,3,3,4
2,9840.3,19.0501,3,0,2,446.7,1,3,0,2,3,3,4
2,15338.4,18.9178,1,0,3,696.4,1,4,1,2,5,7,2
2,12163.5,18.9739,2,0,4,552.2,1,9,0,4,5,6,3
2,10734.3,19.1426,8,0,3,544.2,3,5,0,5,3,2,3
1,16947.2,18.8511,3,0,4,769.4,3,2,1,2,5,5,2
2,13827.7,18.8986,5,0,3,701.1,1,5,1,2,5,3,1
2,13899.6,18.8966,5,0,2,704.7,4,5,1,1,3,2,7
1,12292.6,19.2128,5,0,2,558.1,3,5,0,1,1,2,7
1,12857.4,18.886,3,0,5,583.7,1,8,1,1,3,3,7
2,12869.6,18.7502,9,0,3,652.5,1,4,1,1,3,2,7
2,16026.6,18.9759,4,0,3,727.6,1,6,0,2,3,3,2
2,9520.2,19.1821,3,0,2,482.7,4,5,0,2,3,3,5
1,12078.3,18.997,3,0,2,612.4,2,6,0,3,3,4,3
1,11111.8,19.3407,5,0,2,563.4,3,5,0,3,2,2,3
2,9332.7,19.0604,2,0,2,423.7,1,6,0,3,4,4,3
1,13000.9,18.8391,8,0,6,590.2,3,2,1,3,5,2,5
2,13654.1,19.0389,4,0,4,692.3,1,6,0,3,3,3,2
1,12413.9,18.9173,2,0,3,629.4,1,5,1,2,5,5,1
1,17274.5,19.0746,2,0,1,784.3,1,2,0,3,4,6,3
2,15138.2,18.8199,9,0,2,767.5,4,9,1,1,3,2,6
2,12476.5,18.6575,3,0,3,566.4,1,6,1,1,3,3,7
2,7186.3,19.2062,4,0,5,364.3,4,5,0,1,1,2,6
2,14181.6,18.9432,3,0,3,643.8,1,5,0,2,3,4,2
1,12002.6,19.1633,1,0,5,544.9,1,5,0,3,3,6,3
1,10820.6,19.2039,6,0,2,548.6,3,4,0,4,3,2,3
1,6449.0,19.1137,1,0,6,292.8,2,3,0,4,5,6,5
2,13525.6,19.1788,5,0,5,685.7,4,7,0,2,2,3,1
1,12665.6,18.7486,4,0,2,642.1,2,2,1,1,3,3,7
2,11655.9,19.1026,4,0,5,591.0,3,6,0,1,1,2,6
1,15318.5,19.2017,5,0,3,776.6,4,5,0,5,3,3,4
2,7349.3,19.0691,3,0,2,333.7,4,6,0,1,1,2,7
2,12824.1,18.9814,2,0,3,582.2,1,6,0,3,4,5,2
2,12995.3,19.187,5,0,2,658.9,4,4,0,3,2,3,3
2,7519.6,19.1153,3,0,5,381.2,3,5,0,1,1,2,6
1,16663.5,19.1512,3,0,4,756.5,1,8,0,4,5,5,3
2,15158.2,19.2535,4,0,5,768.5,3,6,0,1,1,3,7
2,11732.8,18.8102,8,0,3,532.7,1,5,1,1,3,1,7
2,13023.4,18.9925,4,0,3,660.3,4,9,0,5,5,4,3
1,11093.8,19.1531,4,0,5,503.7,4,8,0,1,3,2,6
2,8720.9,19.1296,5,0,5,442.1,3,6,0,1,1,2,6
1,11251.2,19.1848,5,0,3,570.4,3,4,0,5,2,3,3
2,11568.5,19.1336,3,0,3,586.5,3,5,0,4,3,4,5
1,7702.5,19.1115,1,0,5,390.5,3,6,0,2,3,7,1
1,8103.0,19.07,5,0,2,410.8,2,3,0,3,3,2,3
1,10502.8,19.4013,5,0,5,476.8,3,6,0,3,2,2,5
2,8716.6,19.0783,6,0,2,441.9,4,4,0,2,3,2,5
2,10324.3,19.029,5,0,3,468.7,3,4,0,4,3,2,4
1,12530.3,19.0652,2,0,4,568.9,1,8,0,4,3,5,3
1,12882.3,18.7143,4,0,4,584.9,1,1,1,1,5,3,7
2,10563.0,18.9902,1,0,4,479.6,1,9,0,3,5,8,1
2,11789.3,18.7969,8,0,1,535.2,1,9,1,1,4,2,6
2,13001.8,19.1192,4,0,3,659.2,3,5,0,2,3,3,2
2,16662.5,19.0812,4,0,4,844.8,1,8,0,2,1,4,5
2,14988.7,18.9158,3,0,4,680.5,1,8,0,4,5,4,3
2,7697.2,19.1546,2,0,2,349.5,4,4,0,2,2,3,2
2,16421.5,19.1008,7,0,3,832.6,1,7,0,3,3,2,2
1,12482.5,18.9076,3,0,3,566.7,1,4,1,2,5,4,1
1,17682.8,18.9199,10,1,6,802.8,2,2,1,2,4,2,5
2,12045.0,19.1967,8,0,5,610.7,3,5,0,2,2,2,1
2,8729.3,19.1918,4,0,3,396.3,4,5,0,1,1,2,7
1,8337.5,19.338,4,0,2,378.5,4,4,0,1,1,2,7
2,10581.6,18.7704,2,0,4,480.4,1,6,1,2,5,5,2
2,5200.8,19.1669,1,0,5,263.7,4,5,0,2,1,5,1
1,20139.9,18.8106,1,0,4,914.4,1,5,1,3,5,10,3
2,15669.7,19.0311,3,0,3,711.4,1,9,0,1,2,3,6
2,8177.5,19.0557,3,0,3,414.6,3,4,0,1,2,3,7
1,7981.2,19.3376,2,0,5,362.3,2,5,0,2,2,3,1
1,12902.2,19.0829,1,0,4,585.8,1,7,0,3,4,6,5
1,12129.2,18.8025,1,0,2,550.7,1,3,1,3,5,10,3
2,11337.4,19.0263,4,0,3,514.7,1,5,0,2,3,3,1
2,14177.5,19.0687,2,0,3,718.8,3,5,0,5,5,6,3
2,17285.8,18.8676,6,0,3,784.8,1,5,1,1,3,2,7
2,13436.9,19.1996,6,0,2,681.3,3,6,0,2,2,2,5
2,8781.6,18.9941,2,0,3,398.7,1,5,0,3,3,5,2
2,13699.6,18.9259,3,0,3,622.0,1,5,0,5,3,4,3
1,8480.1,19.2686,4,0,5,385.0,4,8,0,2,1,2,1
1,12633.0,19.2114,3,0,5,640.5,2,4,0,2,2,3,1
2,9127.7,19.2221,5,0,5,462.8,4,9,0,3,2,2,4
2,13670.3,19.1598,4,0,5,620.6,4,9,0,1,2,3,6
1,12512.5,19.1658,4,0,1,634.4,2,2,0,3,2,3,1
2,20604.9,18.7083,4,0,4,935.5,1,9,1,4,5,4,3
2,11737.1,18.9909,6,0,4,532.9,2,6,0,2,3,2,4
2,11330.5,19.025,2,0,1,514.4,1,6,0,3,3,5,1
2,13836.8,19.1722,4,0,5,701.5,4,6,0,2,2,2,5
1,15667.0,19.0017,3,0,1,711.3,1,7,0,3,3,4,3
2,10729.6,18.9133,7,0,3,487.1,4,5,1,1,3,2,6
1,14627.9,18.871,4,0,2,741.6,1,3,1,2,5,3,2
1,15846.5,18.9776,2,0,4,719.4,1,6,0,4,4,5,3
2,6255.0,19.0411,4,0,3,317.1,4,5,0,2,2,2,4
2,8270.7,18.7378,4,0,3,375.5,1,8,1,1,4,2,7
2,14081.0,19.0911,2,0,1,639.3,1,9,0,3,4,6,3
2,11357.2,18.8289,6,0,3,515.6,1,6,1,1,4,2,7
2,8970.4,18.9135,4,0,5,454.8,4,5,1,1,2,2,7
1,14244.0,19.1978,3,0,6,722.2,2,3,0,2,1,4,1
1,12361.9,18.9901,3,0,3,561.2,1,4,0,5,3,4,3
2,6494.8,19.1058,2,0,6,294.9,2,6,0,2,3,3,2
1,13511.8,19.147,2,0,3,613.4,4,5,0,4,3,5,4
1,18461.9,18.8689,4,0,3,838.2,1,1,0,4,5,4,1
2,14183.0,18.9881,2,0,4,643.9,2,9,0,4,5,5,3
2,10775.3,18.956,2,0,5,489.2,4,7,1,1,3,4,7
2,12171.7,18.9562,2,0,4,552.6,1,7,0,4,4,5,3
2,10900.3,18.861,2,0,4,494.9,1,5,1,2,5,4,2
2,12673.1,19.161,5,0,2,575.4,4,8,0,3,3,2,3
1,13428.5,19.1231,4,0,2,609.7,2,3,0,4,2,3,3
2,10240.9,19.2345,11,1,5,519.2,4,5,0,1,1,1,6
1,16166.9,19.1134,2,0,1,734.0,1,5,0,2,3,5,2
2,10644.6,19.0483,4,0,5,539.7,3,6,0,2,3,3,4
1,16068.7,19.197,13,1,1,814.7,4,5,0,4,3,2,5
1,10614.7,18.7625,3,0,3,481.9,1,4,1,1,5,3,7
2,13693.8,19.1103,6,0,3,621.7,3,6,0,2,3,2,2
2,14742.0,18.9403,2,0,3,669.3,1,6,0,5,5,6,2
2,10946.6,19.0946,7,0,5,497.0,3,5,0,1,2,2,7
2,12526.3,18.8515,6,0,4,568.7,1,8,1,1,5,2,7
2,11798.3,19.1889,6,0,5,598.2,3,8,0,1,2,2,6
1,8386.4,19.173,7,0,2,425.2,4,3,0,5,2,2,3
2,12405.6,18.9904,2,0,1,563.2,1,9,0,4,3,4,3
2,7534.7,19.1876,3,0,2,382.0,3,5,0,3,3,3,3
1,10518.5,19.1314,3,0,5,477.5,1,6,0,3,3,3,2
2,12443.6,19.0864,3,0,3,564.9,1,7,0,2,3,3,1
2,11062.4,18.9964,3,0,3,502.2,1,5,0,3,4,3,3
1,12348.4,18.8317,3,0,2,560.6,1,3,1,1,3,3,6
1,17756.5,18.8227,4,0,4,806.1,1,2,1,4,5,4,5
2,8830.8,18.9855,2,0,3,400.9,1,6,0,2,3,5,1
2,14045.8,18.9864,4,0,5,637.7,1,6,0,1,1,3,7
2,9566.1,19.1249,3,0,2,434.3,4,9,0,2,3,3,4
1,7733.4,18.8305,4,0,3,351.1,1,3,1,2,4,2,2
2,9546.4,19.3077,4,0,5,484.0,4,8,0,1,1,2,6
1,10119.9,19.2916,3,0,5,459.4,4,8,0,2,1,2,2
2,15366.5,18.9321,3,0,4,697.6,1,6,0,2,4,4,5
2,17726.1,18.7005,3,0,4,804.8,1,4,1,1,3,3,6
1,13415.6,19.2958,2,0,2,609.1,1,7,0,5,4,5,3
2,11153.8,18.8597,6,0,2,565.5,4,5,1,1,3,2,6
2,4465.9,19.0098,2,0,4,202.8,1,9,0,2,3,3,2
2,10711.6,19.1585,4,0,3,486.3,3,5,0,2,2,2,1
2,12745.1,18.8261,5,0,3,578.6,1,5,1,1,3,2,7
1,17257.5,19.0272,2,0,1,783.5,1,8,0,2,3,5,1
1,13730.5,19.1122,4,0,2,696.1,2,6,0,4,3,3,3
2,11875.4,19.0014,6,0,3,602.1,3,4,0,4,3,2,4
2,14795.9,18.9971,6,0,3,671.7,1,7,0,3,4,3,4
1,9771.9,19.0336,2,0,2,495.4,4,2,0,3,2,5,5
1,15678.2,18.9267,5,0,3,711.8,2,2,0,3,3,3,4
1,12796.0,19.3375,6,0,2,648.8,4,8,0,2,3,2,4
2,7454.6,19.1252,7,0,5,377.9,3,6,0,1,1,1,6
1,15229.4,18.7077,5,0,3,691.4,2,4,1,1,2,2,7
2,12890.6,19.0252,4,0,3,585.2,1,6,0,2,3,3,2
1,13018.9,19.1104,7,0,3,660.1,1,8,0,2,2,2,2
2,14251.9,18.9527,6,0,3,647.0,3,5,0,2,3,2,4
1,10645.2,19.006,3,0,2,483.3,1,4,0,3,3,3,2
2,9614.3,18.925,5,0,2,436.5,4,4,1,1,3,2,7
2,14511.0,18.9814,2,0,3,658.8,1,5,0,2,2,5,1
1,7832.6,19.2098,4,0,3,397.1,4,4,0,2,3,2,4
2,9727.6,19.0373,4,0,3,493.2,2,4,0,5,3,3,3
1,9747.0,19.0428,4,0,2,442.5,1,3,0,5,4,4,3
1,9418.4,19.0799,1,0,2,427.6,1,3,0,2,3,5,1
2,11781.2,19.1399,5,0,5,534.9,3,6,0,1,1,2,6
1,10464.9,19.1161,5,0,4,475.1,1,8,0,4,4,2,3
2,9009.0,18.7517,6,0,4,456.8,1,9,1,1,3,2,7
2,11444.0,19.1286,2,0,5,519.6,4,9,0,2,2,3,5
1,11853.1,19.2013,2,0,4,538.1,2,9,0,2,3,5,2
2,10193.2,19.0855,2,0,2,516.8,3,9,0,3,3,5,5
2,17679.8,18.8674,3,0,4,802.7,1,4,1,2,5,5,1
2,8747.5,18.89,11,1,5,443.5,4,5,1,1,2,1,6
2,11909.4,19.0256,4,0,3,603.8,4,6,0,2,3,3,4
2,10303.4,18.9207,3,0,1,467.8,1,9,1,1,3,3,7
1,17605.0,18.9721,3,0,1,799.3,1,3,0,4,3,5,2
2,12096.8,18.9832,6,0,3,549.2,3,4,0,1,2,2,7
2,12126.3,18.8694,2,0,2,614.8,1,9,1,1,4,5,6
1,11036.4,19.2615,8,0,5,559.5,4,4,0,2,4,2,4
2,10025.6,18.757,5,0,2,508.3,4,7,1,1,3,2,7
2,9095.9,19.0242,4,0,3,413.0,1,8,0,2,3,2,2
2,6685.3,19.129,6,0,2,338.9,4,5,0,4,2,2,4
1,8938.9,19.1895,1,0,3,453.2,2,5,0,2,1,6,1
1,11523.3,19.21,1,0,2,523.2,4,5,0,3,3,6,1
2,14719.8,18.6997,5,0,4,668.3,1,7,1,1,5,2,7
1,15683.8,18.9022,5,0,1,712.0,1,5,1,1,3,2,7
1,10246.9,19.3029,3,0,5,519.5,3,5,0,3,2,4,1
1,11061.2,19.277,5,0,1,560.8,4,8,0,2,3,2,5
2,13490.3,18.8866,6,0,3,612.5,1,5,1,2,5,2,2
2,4149.3,19.0187,5,0,3,210.4,2,7,0,2,3,2,1
2,11179.2,19.0653,1,0,2,507.5,1,5,0,2,1,5,1
2,12308.2,19.1148,5,0,1,558.8,3,4,0,2,3,2,2
1,10034.5,19.2919,5,0,6,508.7,3,5,0,2,1,2,1
2,6203.5,18.7652,4,0,3,281.6,1,5,1,1,4,2,6
2,12087.1,19.118,4,0,3,548.8,1,7,0,2,1,3,2
2,10131.5,19.0315,4,0,5,513.7,4,8,0,3,2,3,3
1,9103.7,19.0768,4,0,1,413.3,1,9,0,1,2,2,6
1,5212.7,19.3156,2,0,5,264.3,3,7,0,2,1,3,1
2,7338.1,19.1738,4,0,2,372.0,4,5,0,4,2,3,4
1,10408.1,18.8255,1,0,4,472.5,1,5,1,2,5,10,4
1,16141.2,19.0185,3,0,2,732.8,1,4,0,3,3,4,3
2,9309.6,19.0448,9,0,5,472.0,2,5,0,3,2,1,3
1,10437.3,18.9992,2,0,1,473.9,2,2,0,3,3,4,5
2,8431.7,18.8406,8,0,3,427.5,4,9,1,1,4,1,6
1,11393.2,19.1996,3,0,1,517.3,3,5,0,2,3,3,2
2,10941.7,19.0768,5,0,3,554.7,3,5,0,2,3,2,1
1,6892.5,19.1721,5,0,5,349.4,4,6,0,1,1,2,6
2,8806.0,19.2169,1,0,2,446.5,3,5,0,5,4,6,3
1,14966.6,19.1567,10,1,2,758.8,2,2,0,2,2,2,5
2,18761.3,18.858,2,0,4,851.8,1,6,1,2,5,7,2
1,16550.9,18.971,1,0,3,751.4,1,4,1,3,5,9,3
2,10644.0,19.1737,12,1,2,539.7,3,4,0,1,1,1,6
2,8998.4,19.1369,6,0,5,456.2,3,5,0,1,1,1,6
2,13307.0,19.1047,5,0,1,674.7,3,4,0,3,5,3,3
2,16227.5,19.1202,4,0,4,822.7,1,7,0,2,2,3,1
1,12044.2,19.2512,2,0,3,610.6,3,4,0,3,2,5,4
2,9761.9,19.1565,6,0,5,494.9,3,6,0,2,3,2,4
2,8819.3,19.2454,7,0,5,447.1,4,6,0,1,1,2,6
2,10814.5,19.1433,7,0,5,548.3,3,5,0,1,1,2,6
1,14188.7,18.9116,5,0,6,719.4,4,2,1,2,5,3,2
2,9683.8,18.9956,1,0,3,439.6,4,4,0,3,3,7,1
2,15185.4,19.1736,7,0,3,689.4,3,5,0,4,3,2,3
1,16246.8,18.957,2,0,4,737.6,1,5,1,2,5,5,2
1,7685.3,18.9106,3,0,5,348.9,2,5,1,1,3,2,7
1,16849.1,19.0285,4,0,3,764.9,1,4,0,2,4,3,2
1,13283.8,18.8745,8,0,2,673.5,1,3,1,1,4,2,6
2,13227.3,19.1061,8,0,3,670.6,4,5,0,3,4,2,1
2,14109.4,18.9843,4,0,3,640.6,1,5,0,3,5,3,5
2,9016.5,18.7936,1,0,4,409.3,1,2,1,2,5,7,2
1,18716.3,19.0199,5,0,3,849.7,3,4,0,4,3,3,3
1,6824.4,19.1892,3,0,3,309.8,3,5,0,1,3,2,7
1,20624.4,19.1883,6,0,3,936.3,2,8,0,1,2,2,7
2,7122.8,19.1417,5,0,5,361.1,4,6,0,1,1,2,6
1,17047.9,19.0619,2,0,5,864.3,1,4,0,3,5,7,3
1,13129.2,19.1664,5,0,5,665.7,2,1,0,1,1,2,7
1,17415.3,19.2337,6,0,3,883.0,3,5,0,4,3,3,4
1,8283.3,18.9745,10,1,1,376.1,2,3,1,2,4,1,1
1,3910.1,19.1827,3,0,3,198.2,4,9,0,5,3,3,3
2,11126.8,19.1286,5,0,4,564.1,2,5,0,1,2,2,6
1,18166.4,19.1702,2,0,3,824.8,2,8,0,2,2,7,1
1,10334.1,18.8294,7,0,4,469.2,1,4,1,1,3,2,7
2,6728.8,19.0112,1,0,2,305.5,1,9,0,3,4,6,3
2,14089.5,18.801,6,0,3,714.3,4,5,1,1,3,2,6
2,11886.9,18.9903,3,0,3,539.7,1,5,0,4,4,3,3
2,13175.2,19.1146,2,0,3,668.0,3,5,0,4,4,5,3
2,13295.7,19.0927,6,0,3,674.1,4,4,0,2,4,2,1
2,8827.9,19.1311,2,0,3,400.8,3,5,0,1,2,3,7
1,12834.2,19.257,3,0,5,582.7,1,8,0,3,4,4,2
1,9229.7,19.1209,16,1,2,419.0,2,4,0,5,5,1,5
2,14902.1,19.1514,3,0,2,676.6,4,5,0,4,3,4,3
2,12839.4,19.1477,16,1,2,651.0,3,8,0,3,3,1,3
1,8193.9,18.9413,1,0,4,372.0,1,3,0,4,5,6,3
1,14368.5,19.1571,1,0,3,652.3,2,4,0,5,4,7,3
1,11249.2,19.0387,2,0,4,510.7,1,5,0,3,4,5,3
2,14073.2,18.7979,1,0,2,638.9,1,4,1,3,5,10,2
1,14986.9,19.047,11,1,2,759.8,1,9,0,1,2,1,7
1,11749.7,19.0165,7,0,2,533.4,2,3,0,4,4,2,3
2,12467.9,18.9685,2,0,3,566.0,1,5,0,2,3,4,5
2,13440.6,19.0453,8,0,2,681.4,2,4,0,2,2,2,4
2,8590.2,19.1184,3,0,1,435.5,2,6,0,5,4,4,3
2,3907.1,19.047,1,0,5,177.4,1,9,0,2,1,4,1
2,16174.2,19.0518,5,0,2,820.0,2,5,0,4,2,3,3
2,17037.1,19.1158,3,0,2,773.5,4,5,0,4,4,4,3
2,11375.1,19.2772,6,0,2,576.7,4,5,0,2,2,2,4
2,11980.6,19.1061,2,0,3,543.9,4,4,0,3,3,5,1
1,17864.2,19.0501,4,0,4,811.0,1,8,0,4,5,4,3
2,8626.3,19.1029,2,0,2,391.6,4,9,0,4,3,4,5
1,11790.3,18.9794,3,0,3,535.3,1,4,0,5,3,4,3
1,13225.5,19.1892,4,0,1,600.4,4,3,0,5,5,4,4
2,10117.3,19.2624,5,0,2,512.9,4,5,0,1,1,2,7
2,15845.6,18.887,2,0,4,719.4,1,5,1,2,5,5,2
2,13554.4,19.0123,4,0,1,687.2,2,4,0,5,4,4,5
2,23310.7,18.9328,9,0,1,1181.9,1,9,0,2,3,2,2
2,9890.0,18.9686,3,0,4,501.4,3,4,0,3,4,3,4
1,9849.5,19.1664,2,0,2,447.2,4,9,0,2,2,4,1
2,7688.6,18.8403,5,0,5,389.8,4,5,1,1,3,2,7
2,15507.7,18.7783,5,0,2,704.0,1,9,1,1,5,3,7
2,11009.7,19.0258,2,0,5,499.8,3,6,0,4,3,5,3
2,10662.7,19.1389,4,0,5,484.1,3,8,0,1,1,2,6
1,17139.7,18.8385,4,0,3,778.1,1,4,1,2,5,4,2
2,11654.5,18.7033,2,0,4,529.1,2,4,1,1,2,4,6
2,11096.5,19.096,2,0,1,503.8,4,6,0,4,3,4,5
1,12310.0,19.1628,6,0,1,624.1,3,4,0,1,2,2,7
1,8174.9,18.9667,1,0,4,371.1,1,9,0,4,5,6,3
1,14623.0,19.0719,14,1,2,741.4,2,2,0,5,3,2,3
2,15594.3,18.9816,4,0,3,708.0,1,7,0,2,3,3,2
2,7235.9,19.0768,3,0,5,328.5,2,9,0,2,3,2,1
2,10210.3,18.9071,11,1,1,517.7,3,4,1,1,2,1,6
2,13114.1,18.8058,8,0,2,595.4,1,5,1,1,3,1,7
2,14906.0,19.0463,2,0,1,676.7,1,9,0,5,3,6,3
2,10354.0,19.1876,3,0,2,524.9,3,6,0,2,4,3,5
2,15821.8,18.753,6,0,3,802.2,1,9,1,1,3,2,6
1,10218.1,19.284,4,0,5,518.1,3,4,0,2,1,2,4
1,12564.4,19.1609,2,0,5,637.0,4,3,0,3,2,5,2
1,12203.6,18.8853,7,0,2,618.7,4,2,1,1,3,2,6
2,7718.4,19.2604,4,0,2,350.4,3,5,0,2,3,2,1
2,12019.4,18.7671,2,0,4,545.7,1,6,1,1,3,4,7
2,15167.7,19.0437,3,0,3,688.6,1,6,0,2,4,4,2
2,11122.7,19.0034,5,0,3,505.0,3,4,0,4,3,3,3
2,10319.8,19.002,2,0,2,468.5,1,5,0,2,3,4,5
1,8720.1,19.1123,3,0,5,442.1,4,3,0,5,2,4,3
2,7599.4,19.0686,11,1,5,385.3,4,5,0,1,1,1,6
2,12538.4,19.1614,8,0,2,635.7,4,7,0,2,4,2,4
1,9471.4,19.2438,3,0,3,480.2,4,6,0,2,2,3,5
2,9141.4,18.9561,3,0,2,415.0,3,4,1,1,2,3,7
1,12090.3,19.2597,6,0,1,613.0,4,9,0,2,2,2,4
1,11980.8,18.996,5,0,2,543.9,2,2,0,1,2,2,7
2,14461.4,18.9869,4,0,3,733.2,1,8,0,3,4,4,2
2,14523.3,18.9977,4,0,2,736.3,4,5,1,2,4,3,5
2,9844.5,18.8336,2,0,3,446.9,1,5,1,1,3,3,7
1,15251.8,19.1278,2,0,4,692.4,2,5,0,4,3,5,3
1,14396.5,18.8124,6,0,3,729.9,1,6,1,1,5,2,7
2,12273.8,19.1022,6,0,3,622.3,3,5,0,2,3,2,2
1,17017.2,19.1837,1,0,2,772.6,4,2,0,5,4,8,3
2,12681.0,18.9629,2,0,3,642.9,1,5,0,4,3,6,3
2,16469.1,19.0913,4,0,1,747.7,3,6,0,4,5,3,1
1,9405.8,19.1226,3,0,2,427.0,1,6,0,2,3,3,5
2,8767.2,19.1084,5,0,2,444.5,4,7,0,3,3,2,4
1,10247.3,19.0406,2,0,3,465.2,1,2,0,1,2,3,6
1,12745.9,18.8554,5,0,4,578.7,1,9,1,1,3,2,6
2,12460.0,19.1485,6,0,3,631.7,4,4,0,3,2,2,4
2,11025.5,19.1033,2,0,2,500.6,4,5,0,2,3,4,1
1,9009.1,19.0531,3,0,2,456.8,2,2,0,4,3,4,4
2,16019.4,18.7896,4,0,4,727.3,1,4,1,2,5,3,2
2,11070.4,19.0225,1,0,3,502.6,1,4,0,4,2,7,1
2,8609.8,19.1352,1,0,2,390.9,4,6,0,2,2,2,2
1,13988.5,19.2211,4,0,1,635.1,4,5,0,5,2,3,3
2,22524.8,18.7606,3,0,4,1022.6,1,8,1,2,5,5,1
2,12088.6,19.1184,2,0,3,548.8,1,9,0,2,2,4,2
2,11291.6,18.791,1,0,4,512.6,1,5,1,2,5,6,1
2,8173.8,19.1723,2,0,3,414.4,4,5,0,3,3,4,4
1,15879.8,18.8386,4,0,4,720.9,1,7,1,2,5,3,2
1,9006.4,19.1675,3,0,5,456.6,4,3,0,1,1,2,7
1,9752.2,19.0442,2,0,5,442.7,1,3,0,3,3,4,2
2,16865.8,18.8285,2,0,4,765.7,1,8,1,2,5,6,2
1,17079.3,19.1259,1,0,1,775.4,1,8,0,4,3,8,1
1,13614.6,19.1624,3,0,1,618.1,2,8,0,1,2,3,6
1,11379.8,19.1389,7,0,2,577.0,2,3,0,2,2,2,4
2,10658.0,19.0725,2,0,1,483.9,3,5,0,4,3,4,1
1,13973.4,18.8774,7,0,3,634.4,1,5,1,1,3,2,7
1,9894.5,19.319,5,0,5,501.7,4,7,0,2,2,2,4
1,11084.3,19.2991,6,0,5,562.0,3,5,0,2,2,2,4
2,17774.2,18.7212,2,0,4,806.9,1,9,1,3,5,7,5
2,12306.8,18.7087,1,0,4,558.7,1,9,1,4,5,9,3
1,10544.8,19.084,13,1,2,534.6,3,2,0,2,3,1,5
2,9591.9,18.9347,5,0,3,435.5,1,5,0,3,2,2,3
2,10503.3,19.2234,5,0,2,476.8,4,5,0,2,3,2,2
2,10389.6,18.9898,6,0,3,526.8,3,5,0,1,2,2,7
2,12983.3,19.1362,7,0,1,658.3,4,4,0,1,1,2,7
1,15934.5,18.8125,4,0,3,723.4,1,4,1,1,5,3,7
2,10834.9,19.1639,2,0,2,491.9,4,9,0,2,3,4,1
2,8777.0,19.0964,6,0,5,445.0,4,8,0,1,1,2,6
2,10009.9,19.2047,5,0,3,507.5,4,9,0,5,4,3,3
1,21638.2,19.0787,5,0,1,982.4,2,3,0,3,3,3,4
2,10129.5,18.9595,2,0,3,459.9,1,6,0,2,4,4,2
2,10122.5,19.2099,4,0,5,459.6,4,5,0,1,1,2,7
1,18214.5,19.0905,10,1,2,826.9,1,3,0,1,2,2,6
2,14582.9,18.8268,3,0,4,662.1,1,7,1,2,5,4,2
1,17940.4,19.0513,2,0,4,814.5,1,7,0,3,3,6,1
